Circuit,First_GP,Laps,Circuit_Length_km,Race_Distance_km,Total_Races_Analyzed,Lap_Record,Lap_Record_Driver,Description,Entity_Type,Entity_Name,Win_Percent,Year,Avg_Lap_Time_Sec,DNF_Reason,DNF_Count
Baku City Circuit,2016,51,6.003,306.049,20,1:43.009,Charles Leclerc,Combines a massive 2km straight with a painfully narrow section through the medieval Old City walls.,Constructor,Mercedes,30.0,2025,73.9375664893404,Power Unit,3
Baku City Circuit,2016,51,6.003,306.049,20,1:43.009,Charles Leclerc,Combines a massive 2km straight with a painfully narrow section through the medieval Old City walls.,Constructor,Aston Martin,10.0,2015,82.87711673588944,Power Unit,3
Marina Bay Street Circuit,2008,62,4.94,306.143,20,1:35.867,Lewis Hamilton,"A gruelling physical challenge under the lights of Singapore. High heat, high humidity, and walls everywhere.",Driver,Fernando Alonso,50.0,2015,98.08338615916013,Electrical,4
Marina Bay Street Circuit,2008,62,4.94,306.143,20,1:35.867,Lewis Hamilton,"A gruelling physical challenge under the lights of Singapore. High heat, high humidity, and walls everywhere.",Driver,Charles Leclerc,25.0,2017,77.58545876749182,Collision,6
Marina Bay Street Circuit,2008,62,4.94,306.143,20,1:35.867,Lewis Hamilton,"A gruelling physical challenge under the lights of Singapore. High heat, high humidity, and walls everywhere.",Driver,Sebastian Vettel,15.0,2019,92.77159023501858,Electrical,2
Marina Bay Street Circuit,2008,62,4.94,306.143,20,1:35.867,Lewis Hamilton,"A gruelling physical challenge under the lights of Singapore. High heat, high humidity, and walls everywhere.",Driver,Carlos Sainz,10.0,2021,94.95778073788944,Spun off,3
Marina Bay Street Circuit,2008,62,4.94,306.143,20,1:35.867,Lewis Hamilton,"A gruelling physical challenge under the lights of Singapore. High heat, high humidity, and walls everywhere.",Constructor,Ferrari,60.0,2023,97.33263526483063,Collision,1
Marina Bay Street Circuit,2008,62,4.94,306.143,20,1:35.867,Lewis Hamilton,"A gruelling physical challenge under the lights of Singapore. High heat, high humidity, and walls everywhere.",Constructor,McLaren,30.0,2025,89.91364348007491,Electrical,8
Marina Bay Street Circuit,2008,62,4.94,306.143,20,1:35.867,Lewis Hamilton,"A gruelling physical challenge under the lights of Singapore. High heat, high humidity, and walls everywhere.",Constructor,Aston Martin,10.0,2015,89.95386464940145,Accident,2
Circuit of the Americas,2012,56,5.513,308.405,20,1:36.169,Charles Leclerc,"A challenging track that borrows elements from Silverstone, Suzuka, and Hockenheim, with a steep uphill Turn 1.",Driver,Charles Leclerc,50.0,2015,79.78030928404095,Spun off,2
Circuit of the Americas,2012,56,5.513,308.405,20,1:36.169,Charles Leclerc,"A challenging track that borrows elements from Silverstone, Suzuka, and Hockenheim, with a steep uphill Turn 1.",Driver,Max Verstappen,25.0,2017,104.66914440553111,Collision,1
Circuit of the Americas,2012,56,5.513,308.405,20,1:36.169,Charles Leclerc,"A challenging track that borrows elements from Silverstone, Suzuka, and Hockenheim, with a steep uphill Turn 1.",Driver,Sebastian Vettel,15.0,2019,99.8316160851685,Gearbox,8
Circuit of the Americas,2012,56,5.513,308.405,20,1:36.169,Charles Leclerc,"A challenging track that borrows elements from Silverstone, Suzuka, and Hockenheim, with a steep uphill Turn 1.",Driver,Carlos Sainz,10.0,2021,87.77227335931201,Electrical,3
Circuit of the Americas,2012,56,5.513,308.405,20,1:36.169,Charles Leclerc,"A challenging track that borrows elements from Silverstone, Suzuka, and Hockenheim, with a steep uphill Turn 1.",Constructor,Ferrari,60.0,2023,74.1979633566943,Electrical,3
Circuit of the Americas,2012,56,5.513,308.405,20,1:36.169,Charles Leclerc,"A challenging track that borrows elements from Silverstone, Suzuka, and Hockenheim, with a steep uphill Turn 1.",Constructor,Mercedes,30.0,2025,94.86088841787966,Power Unit,4
Circuit of the Americas,2012,56,5.513,308.405,20,1:36.169,Charles Leclerc,"A challenging track that borrows elements from Silverstone, Suzuka, and Hockenheim, with a steep uphill Turn 1.",Constructor,McLaren,10.0,2015,74.86392781908049,Accident,4
Autodromo Hermanos Rodriguez,1963,71,4.304,305.354,20,1:17.774,Valtteri Bottas,"Situated 2,200 meters above sea level. The thin air reduces drag and downforce, heavily stressing cooling systems.",Driver,Fernando Alonso,50.0,2015,72.36288772635143,Electrical,2
Autodromo Hermanos Rodriguez,1963,71,4.304,305.354,20,1:17.774,Valtteri Bottas,"Situated 2,200 meters above sea level. The thin air reduces drag and downforce, heavily stressing cooling systems.",Driver,Max Verstappen,25.0,2017,78.48825359566086,Collision,2
Autodromo Hermanos Rodriguez,1963,71,4.304,305.354,20,1:17.774,Valtteri Bottas,"Situated 2,200 meters above sea level. The thin air reduces drag and downforce, heavily stressing cooling systems.",Driver,Lewis Hamilton,15.0,2019,78.50140339508343,Hydraulics,6
Autodromo Hermanos Rodriguez,1963,71,4.304,305.354,20,1:17.774,Valtteri Bottas,"Situated 2,200 meters above sea level. The thin air reduces drag and downforce, heavily stressing cooling systems.",Driver,Sebastian Vettel,10.0,2021,71.93717799651776,Spun off,2
Autodromo Hermanos Rodriguez,1963,71,4.304,305.354,20,1:17.774,Valtteri Bottas,"Situated 2,200 meters above sea level. The thin air reduces drag and downforce, heavily stressing cooling systems.",Constructor,Red Bull,60.0,2023,95.65635116579276,Collision,6
Autodromo Hermanos Rodriguez,1963,71,4.304,305.354,20,1:17.774,Valtteri Bottas,"Situated 2,200 meters above sea level. The thin air reduces drag and downforce, heavily stressing cooling systems.",Constructor,Ferrari,30.0,2025,74.83718678617193,Gearbox,8
Autodromo Hermanos Rodriguez,1963,71,4.304,305.354,20,1:17.774,Valtteri Bottas,"Situated 2,200 meters above sea level. The thin air reduces drag and downforce, heavily stressing cooling systems.",Constructor,McLaren,10.0,2015,81.9646433655842,Power Unit,3
Autodromo Jose Carlos Pace,1973,71,4.309,305.879,20,1:10.540,Valtteri Bottas,"Interlagos always delivers drama. An undulating, anti-clockwise classic known for unpredictable weather.",Driver,Sebastian Vettel,50.0,2015,94.81315769691999,Accident,7
Autodromo Jose Carlos Pace,1973,71,4.309,305.879,20,1:10.540,Valtteri Bottas,"Interlagos always delivers drama. An undulating, anti-clockwise classic known for unpredictable weather.",Driver,Charles Leclerc,25.0,2017,89.63597569159813,Hydraulics,7
Autodromo Jose Carlos Pace,1973,71,4.309,305.879,20,1:10.540,Valtteri Bottas,"Interlagos always delivers drama. An undulating, anti-clockwise classic known for unpredictable weather.",Driver,Sergio Perez,15.0,2019,75.75029155995729,Hydraulics,2
Autodromo Jose Carlos Pace,1973,71,4.309,305.879,20,1:10.540,Valtteri Bottas,"Interlagos always delivers drama. An undulating, anti-clockwise classic known for unpredictable weather.",Driver,Max Verstappen,10.0,2021,75.56168788747726,Gearbox,6
Autodromo Jose Carlos Pace,1973,71,4.309,305.879,20,1:10.540,Valtteri Bottas,"Interlagos always delivers drama. An undulating, anti-clockwise classic known for unpredictable weather.",Constructor,Red Bull,60.0,2023,71.45145051449289,Gearbox,6
Autodromo Jose Carlos Pace,1973,71,4.309,305.879,20,1:10.540,Valtteri Bottas,"Interlagos always delivers drama. An undulating, anti-clockwise classic known for unpredictable weather.",Constructor,Mercedes,30.0,2025,80.23151033484977,Power Unit,2
Autodromo Jose Carlos Pace,1973,71,4.309,305.879,20,1:10.540,Valtteri Bottas,"Interlagos always delivers drama. An undulating, anti-clockwise classic known for unpredictable weather.",Constructor,Ferrari,10.0,2015,94.08921062860084,Hydraulics,4
Las Vegas Strip Circuit,2023,50,6.201,309.958,20,1:35.490,Oscar Piastri,A spectacular night race running straight down the iconic Las Vegas Strip at highly freezing night temperatures.,Driver,Sergio Perez,50.0,2015,88.81321298025973,Tyre,1
Las Vegas Strip Circuit,2023,50,6.201,309.958,20,1:35.490,Oscar Piastri,A spectacular night race running straight down the iconic Las Vegas Strip at highly freezing night temperatures.,Driver,Sebastian Vettel,25.0,2017,71.8370773879231,Hydraulics,6
Las Vegas Strip Circuit,2023,50,6.201,309.958,20,1:35.490,Oscar Piastri,A spectacular night race running straight down the iconic Las Vegas Strip at highly freezing night temperatures.,Driver,Carlos Sainz,15.0,2019,89.65286584392445,Power Unit,5
Las Vegas Strip Circuit,2023,50,6.201,309.958,20,1:35.490,Oscar Piastri,A spectacular night race running straight down the iconic Las Vegas Strip at highly freezing night temperatures.,Driver,Charles Leclerc,10.0,2021,94.67634203240146,Power Unit,5
Las Vegas Strip Circuit,2023,50,6.201,309.958,20,1:35.490,Oscar Piastri,A spectacular night race running straight down the iconic Las Vegas Strip at highly freezing night temperatures.,Constructor,Ferrari,60.0,2023,87.04865959077057,Power Unit,7
Las Vegas Strip Circuit,2023,50,6.201,309.958,20,1:35.490,Oscar Piastri,A spectacular night race running straight down the iconic Las Vegas Strip at highly freezing night temperatures.,Constructor,Red Bull,30.0,2025,104.20800148056232,Hydraulics,3
Las Vegas Strip Circuit,2023,50,6.201,309.958,20,1:35.490,Oscar Piastri,A spectacular night race running straight down the iconic Las Vegas Strip at highly freezing night temperatures.,Constructor,Aston Martin,10.0,2015,100.86430510412359,Spun off,1
Lusail International Circuit,2021,57,5.419,308.611,20,1:24.319,Max Verstappen,"A very fast, flowing circuit consisting mostly of medium and high-speed corners that punish the tyres.",Driver,Lewis Hamilton,50.0,2015,94.81765752121413,Hydraulics,1
Lusail International Circuit,2021,57,5.419,308.611,20,1:24.319,Max Verstappen,"A very fast, flowing circuit consisting mostly of medium and high-speed corners that punish the tyres.",Driver,Fernando Alonso,25.0,2017,89.99144598196094,Accident,2
Lusail International Circuit,2021,57,5.419,308.611,20,1:24.319,Max Verstappen,"A very fast, flowing circuit consisting mostly of medium and high-speed corners that punish the tyres.",Driver,Sebastian Vettel,15.0,2019,85.5569347837454,Electrical,1
Lusail International Circuit,2021,57,5.419,308.611,20,1:24.319,Max Verstappen,"A very fast, flowing circuit consisting mostly of medium and high-speed corners that punish the tyres.",Driver,Charles Leclerc,10.0,2021,100.12266311548011,Power Unit,4
Lusail International Circuit,2021,57,5.419,308.611,20,1:24.319,Max Verstappen,"A very fast, flowing circuit consisting mostly of medium and high-speed corners that punish the tyres.",Constructor,Ferrari,60.0,2023,73.56131635575757,Power Unit,8
Lusail International Circuit,2021,57,5.419,308.611,20,1:24.319,Max Verstappen,"A very fast, flowing circuit consisting mostly of medium and high-speed corners that punish the tyres.",Constructor,McLaren,30.0,2025,71.4330410054216,Electrical,5
Lusail International Circuit,2021,57,5.419,308.611,20,1:24.319,Max Verstappen,"A very fast, flowing circuit consisting mostly of medium and high-speed corners that punish the tyres.",Constructor,Mercedes,10.0,2015,103.5153911838809,Electrical,2
Yas Marina Circuit,2009,58,5.281,306.183,20,1:26.103,Max Verstappen,The traditional twilight finale. Features a scenic marina sector and a tight final sector under the hotel.,Driver,Max Verstappen,50.0,2015,89.37145051137854,Gearbox,1
Yas Marina Circuit,2009,58,5.281,306.183,20,1:26.103,Max Verstappen,The traditional twilight finale. Features a scenic marina sector and a tight final sector under the hotel.,Driver,Fernando Alonso,25.0,2017,80.0233668171756,Power Unit,5
Yas Marina Circuit,2009,58,5.281,306.183,20,1:26.103,Max Verstappen,The traditional twilight finale. Features a scenic marina sector and a tight final sector under the hotel.,Driver,Carlos Sainz,15.0,2019,88.06050948735688,Power Unit,2
Yas Marina Circuit,2009,58,5.281,306.183,20,1:26.103,Max Verstappen,The traditional twilight finale. Features a scenic marina sector and a tight final sector under the hotel.,Driver,Sergio Perez,10.0,2021,76.71457990647922,Power Unit,3
Yas Marina Circuit,2009,58,5.281,306.183,20,1:26.103,Max Verstappen,The traditional twilight finale. Features a scenic marina sector and a tight final sector under the hotel.,Constructor,Red Bull,60.0,2023,102.94077433329554,Collision,1
Yas Marina Circuit,2009,58,5.281,306.183,20,1:26.103,Max Verstappen,The traditional twilight finale. Features a scenic marina sector and a tight final sector under the hotel.,Constructor,Ferrari,30.0,2025,80.43445698758981,Power Unit,4
Yas Marina Circuit,2009,58,5.281,306.183,20,1:26.103,Max Verstappen,The traditional twilight finale. Features a scenic marina sector and a tight final sector under the hotel.,Constructor,Mercedes,10.0,2015,79.15289587445817,Accident,6
